Group num: 0, TC(X;Y_j): 3.648
6x, 0.006, 1.000, 0.006
networking, 0.006, 1.000, 0.006
qk, 0.006, 1.000, 0.006
mtm, 0.006, 1.000, 0.006
yj, 0.006, 1.000, 0.006
j6, 0.006, 1.000, 0.006
qv, 0.006, 1.000, 0.006
ij, 0.006, 1.000, 0.006
bq, 0.006, 1.000, 0.006
zq, 0.006, 1.000, 0.006
7ey, 0.006, 1.000, 0.006
0m, 0.006, 1.000, 0.006
2tm, 0.006, 1.000, 0.006
hj, 0.006, 1.000, 0.006
xy, 0.006, 1.000, 0.006
yx, 0.006, 1.000, 0.006
giz, 0.006, 1.000, 0.006
4u, 0.006, 1.000, 0.006
6c, 0.006, 1.000, 0.006
kh, 0.006, 1.000, 0.006
x7, 0.006, 1.000, 0.006
p4, 0.006, 1.000, 0.006
ff, 0.006, 1.000, 0.006
nm, 0.006, 1.000, 0.006
oo, 0.006, 1.000, 0.006
gi, 0.006, 1.000, 0.006
1s, 0.006, 1.000, 0.006
vu, 0.006, 1.000, 0.006
5g, 0.006, 1.000, 0.006
cz, 0.006, 1.000, 0.006
kr, 0.006, 1.000, 0.006
1v, 0.006, 1.000, 0.006
q1, 0.006, 1.000, 0.006
3a, 0.006, 1.000, 0.006
c8, 0.006, 1.000, 0.006
ay, 0.006, 1.000, 0.006
0i, 0.006, 1.000, 0.006
kl, 0.006, 1.000, 0.006
fx, 0.005, 1.000, 0.005
sumgait, 0.005, 1.000, 0.005
eo, 0.005, 1.000, 0.005
wwiz, 0.005, 1.000, 0.005
9f9, 0.005, 1.000, 0.005
9l3, 0.005, 1.000, 0.005
6g, 0.005, 1.000, 0.005
ew, 0.005, 1.000, 0.005
ei0l, 0.005, 1.000, 0.005
b8e, 0.005, 1.000, 0.005
9c, 0.005, 1.000, 0.005
6u, 0.005, 1.000, 0.005
u8, 0.005, 1.000, 0.005
v9fq, 0.005, 1.000, 0.005
c4, 0.005, 1.000, 0.005
7kn, 0.005, 1.000, 0.005
7klj, 0.005, 1.000, 0.005
u3l, 0.005, 1.000, 0.005
u34u, 0.005, 1.000, 0.005
7ex, 0.005, 1.000, 0.005
bxn, 0.005, 1.000, 0.005
vz, 0.005, 1.000, 0.005
bhjn, 0.005, 1.000, 0.005
75u, 0.005, 1.000, 0.005
9_, 0.005, 1.000, 0.005
b9, 0.005, 1.000, 0.005
7t, 0.005, 1.000, 0.005
dy, 0.005, 1.000, 0.005
tf, 0.005, 1.000, 0.005
t5, 0.005, 1.000, 0.005
6f, 0.005, 1.000, 0.005
g4, 0.005, 1.000, 0.005
6ei4, 0.005, 1.000, 0.005
gizwt, 0.005, 1.000, 0.005
qax, 0.005, 1.000, 0.005
gy, 0.005, 1.000, 0.005
h8, 0.005, 1.000, 0.005
h9, 0.005, 1.000, 0.005
i0l, 0.005, 1.000, 0.005
2v, 0.005, 1.000, 0.005
2tg, 0.005, 1.000, 0.005
yf9, 0.005, 1.000, 0.005
2t, 0.005, 1.000, 0.005
z4, 0.005, 1.000, 0.005
p4u, 0.005, 1.000, 0.005
2j, 0.005, 1.000, 0.005
oq, 0.005, 1.000, 0.005
yu, 0.005, 1.000, 0.005
nuy, 0.005, 1.000, 0.005
nriz, 0.005, 1.000, 0.005
nrhj, 0.005, 1.000, 0.005
k4, 0.005, 1.000, 0.005
k8, 0.005, 1.000, 0.005
ki, 0.005, 1.000, 0.005
zd, 0.005, 1.000, 0.005
1fpl, 0.005, 1.000, 0.005
1fp, 0.005, 1.000, 0.005
l9, 0.005, 1.000, 0.005
1eq, 0.005, 1.000, 0.005
1d9l, 0.005, 1.000, 0.005
m1t, 0.005, 1.000, 0.005
0qax, 0.005, 1.000, 0.005
0p, 0.005, 1.000, 0.005
z7, 0.005, 1.000, 0.005
ghj, 0.005, 1.000, 0.005
9s, 0.005, 1.000, 0.005
5f, 0.005, 1.000, 0.005
5d, 0.005, 1.000, 0.005
gg, 0.005, 1.000, 0.005
4r, 0.005, 1.000, 0.005
r_, 0.005, 1.000, 0.005
rq, 0.005, 1.000, 0.005
s8, 0.005, 1.000, 0.005
4l, 0.005, 1.000, 0.005
r6, 0.005, 1.000, 0.005
ey, 0.005, 1.000, 0.005
4c, 0.005, 1.000, 0.005
f9d, 0.005, 1.000, 0.005
f9f9, 0.005, 1.000, 0.005
mas, 0.005, 1.000, 0.005
tm, 0.005, 1.000, 0.005
6v, 0.005, 1.000, 0.005
bn, 0.005, 1.000, 0.005
hl, 0.005, 1.000, 0.005
2l, 0.005, 1.000, 0.005
ui, 0.005, 1.000, 0.005
mz, 0.005, 1.000, 0.005
ua, 0.005, 1.000, 0.005
2f, 0.005, 1.000, 0.005
6k, 0.005, 1.000, 0.005
rw, 0.005, 1.000, 0.005
vo, 0.005, 1.000, 0.005
a2, 0.005, 1.000, 0.005
8w, 0.005, 1.000, 0.005
xw, 0.005, 1.000, 0.005
i6, 0.005, 1.000, 0.005
i1, 0.005, 1.000, 0.005
qs, 0.005, 1.000, 0.005
dk, 0.005, 1.000, 0.005
fj, 0.005, 1.000, 0.005
ov, 0.005, 1.000, 0.005
u3, 0.005, 1.000, 0.005
u34, 0.005, 1.000, 0.005
wm4u, 0.005, 1.000, 0.005
shahmuradian, 0.005, 1.000, 0.005
accounts_, 0.005, 1.000, 0.005
wwhj, 0.005, 1.000, 0.005
a_, 0.005, 1.000, 0.005
microdistrict, 0.005, 1.000, 0.005
deposition, 0.005, 1.000, 0.005
mb8f, 0.005, 1.000, 0.005
_q, 0.005, 1.000, 0.005
gizw, 0.005, 1.000, 0.005
f3w2, 0.005, 1.000, 0.005
_d, 0.005, 1.000, 0.005
9z, 0.005, 1.000, 0.005
f3t, 0.005, 1.000, 0.005
d8, 0.005, 1.000, 0.005
m4u, 0.005, 1.000, 0.005
x6, 0.005, 1.000, 0.005
u4, 0.005, 1.000, 0.005
l6, 0.005, 1.000, 0.005
mwt, 0.005, 1.000, 0.005
b4q, 0.005, 1.000, 0.005
qw, 0.005, 1.000, 0.005
qtm, 0.005, 1.000, 0.005
vx, 0.005, 1.000, 0.005
qy, 0.005, 1.000, 0.005
fq, 0.005, 1.000, 0.005
bs3, 0.005, 1.000, 0.005
pne1t, 0.005, 1.000, 0.005
j7, 0.005, 1.000, 0.005
jf, 0.005, 1.000, 0.005
caratzas, 0.005, 1.000, 0.005
r8f, 0.005, 1.000, 0.005
rlk, 0.005, 1.000, 0.005
nk, 0.005, 1.000, 0.005
b8g, 0.005, 1.000, 0.005
g9p, 0.005, 1.000, 0.005
ne1, 0.005, 1.000, 0.005
h0, 0.005, 1.000, 0.005
d2, 0.005, 1.000, 0.005
b5, 0.005, 1.000, 0.005
c0, 0.005, 1.000, 0.005
pnei, 0.005, 1.000, 0.005
qh, 0.005, 1.000, 0.005
m7ey, 0.005, 1.000, 0.005
5g9v, 0.005, 1.000, 0.005
3o, 0.005, 1.000, 0.005
yz, 0.005, 1.000, 0.005
9h, 0.005, 1.000, 0.005
3w2, 0.005, 1.000, 0.005
3w2tm, 0.005, 1.000, 0.005
4tb, 0.005, 1.000, 0.005
5g9p, 0.005, 1.000, 0.005
5z, 0.005, 1.000, 0.005
6e1t, 0.005, 1.000, 0.005
3h, 0.005, 1.000, 0.005
yelena, 0.005, 1.000, 0.005
6s, 0.005, 1.000, 0.005
6t, 0.005, 1.000, 0.005
6um, 0.005, 1.000, 0.005
6z, 0.005, 1.000, 0.005
7ez, 0.005, 1.000, 0.005
7g, 0.005, 1.000, 0.005
9f9f, 0.005, 1.000, 0.005
y0, 0.005, 1.000, 0.005
8y, 0.005, 1.000, 0.005
6q, 0.005, 1.000, 0.005
2tct, 0.005, 1.000, 0.005
3u, 0.005, 1.000, 0.005
9e, 0.005, 1.000, 0.005
1eqtm, 0.005, 1.000, 0.005
0u, 0.005, 1.000, 0.005
1j, 0.005, 1.000, 0.005
0tq, 0.005, 1.000, 0.005
x9, 0.005, 1.000, 0.005
1o, 0.005, 1.000, 0.005
1e, 0.005, 1.000, 0.005
1q, 0.005, 1.000, 0.005
zs, 0.005, 1.000, 0.005
1z6e, 0.005, 1.000, 0.005
2_, 0.005, 1.000, 0.005
0f, 0.005, 1.000, 0.005
0r, 0.005, 1.000, 0.005
zl, 0.005, 1.000, 0.005
6w, 0.005, 1.000, 0.005
0w, 0.005, 1.000, 0.005
v5, 0.005, 1.000, 0.005
c9, 0.005, 1.000, 0.005
jj, 0.005, 1.000, 0.005
eq, 0.005, 1.000, 0.005
5s, 0.005, 1.000, 0.005
2a, 0.005, 1.000, 0.005
bk, 0.005, 1.000, 0.005
j1, 0.005, 1.000, 0.005
0x, 0.004, 1.000, 0.004
5c, 0.004, 1.000, 0.004
1z4, 0.004, 1.000, 0.004
9m, 0.004, 1.000, 0.004
2n, 0.004, 1.000, 0.004
pogroms, 0.004, 1.000, 0.004
8c, 0.004, 1.000, 0.004
sz, 0.004, 1.000, 0.004
ke, 0.004, 1.000, 0.004
zr, 0.004, 1.000, 0.004
m9v, 0.004, 1.000, 0.004
w0, 0.004, 1.000, 0.004
5a, 0.004, 1.000, 0.004
s0, 0.004, 1.000, 0.004
d0, 0.004, 1.000, 0.004
ub, 0.004, 1.000, 0.004
bonner, 0.004, 1.000, 0.004
aristide, 0.004, 1.000, 0.004
9x, 0.004, 1.000, 0.004
xs, 0.004, 1.000, 0.004
y2, 0.004, 1.000, 0.004
rn, 0.004, 1.000, 0.004
0l, 0.004, 1.000, 0.004
7s, 0.004, 1.000, 0.004
t7, 0.004, 1.000, 0.004
9f9d, 0.004, 1.000, 0.004
w9, 0.004, 1.000, 0.004
3dy, 0.004, 1.000, 0.004
1fp4u, 0.004, 1.000, 0.004
6p, 0.004, 1.000, 0.004
1z6ei, 0.004, 1.000, 0.004
pmfq, 0.004, 1.000, 0.004
6n, 0.004, 1.000, 0.004
2z, 0.004, 1.000, 0.004
vh, 0.004, 1.000, 0.004
pmf9f, 0.004, 1.000, 0.004
qp, 0.004, 1.000, 0.004
lz, 0.004, 1.000, 0.004
chz, 0.004, 1.000, 0.004
a865, 0.004, 1.000, 0.004
iz, 0.004, 1.000, 0.004
3p, 0.004, 1.000, 0.004
yw, 0.004, 1.000, 0.004
q30t, 0.004, 1.000, 0.004
h4, 0.004, 1.000, 0.004
y6, 0.004, 1.000, 0.004
3v9, 0.004, 1.000, 0.004
y4, 0.004, 1.000, 0.004
3v9f0, 0.004, 1.000, 0.004
t9, 0.004, 1.000, 0.004
yt, 0.004, 1.000, 0.004
y_, 0.004, 1.000, 0.004
ys, 0.004, 1.000, 0.004
xe, 0.004, 1.000, 0.004
3j, 0.004, 1.000, 0.004
k0, 0.004, 1.000, 0.004
e8, 0.004, 1.000, 0.004
7r, 0.004, 1.000, 0.004
1f9, 0.004, 1.000, 0.004
9l0qax, 0.004, 1.000, 0.004
_6, 0.004, 1.000, 0.004
1h, 0.004, 1.000, 0.004
z6ei, 0.004, 1.000, 0.004
fyn, 0.004, 1.000, 0.004
8r, 0.004, 1.000, 0.004
wm4, 0.004, 1.000, 0.004
2di, 0.004, 1.000, 0.004
bizw, 0.004, 1.000, 0.004
kj, 0.004, 1.000, 0.004
5i, 0.004, 1.000, 0.004
8p, 0.004, 1.000, 0.004
wmbxn, 0.004, 1.000, 0.004
9f3t, 0.004, 1.000, 0.004
fij, 0.004, 1.000, 0.004
o3, 0.004, 1.000, 0.004
o0, 0.004, 1.000, 0.004
zv, 0.004, 1.000, 0.004
9u, 0.004, 1.000, 0.004
r186, 0.004, 1.000, 0.004
b_, 0.004, 1.000, 0.004
8v, 0.004, 1.000, 0.004
i2, 0.004, 1.000, 0.004
s6, 0.004, 1.000, 0.004
qtct, 0.004, 1.000, 0.004
vmk, 0.004, 1.000, 0.004
aq, 0.004, 1.000, 0.004
xp, 0.004, 1.000, 0.004
0tbxn, 0.004, 1.000, 0.004
yf9f9d, 0.004, 1.000, 0.004
z6e1t, 0.004, 1.000, 0.004
8lt, 0.004, 1.000, 0.004
bxlt, 0.004, 1.000, 0.004
bxom, 0.004, 1.000, 0.004
n8, 0.004, 1.000, 0.004
8o, 0.004, 1.000, 0.004
bs0t, 0.004, 1.000, 0.004
n9, 0.004, 1.000, 0.004
g6, 0.004, 1.000, 0.004
7e, 0.004, 1.000, 0.004
sm, 0.004, 1.000, 0.004
l4, 0.004, 1.000, 0.004
za, 0.004, 1.000, 0.004
6l, 0.004, 1.000, 0.004
1w, 0.004, 1.000, 0.004
t4, 0.004, 1.000, 0.004
sn, 0.004, 1.000, 0.004
az, 0.004, 1.000, 0.004
np, 0.004, 1.000, 0.004
ud, 0.004, 1.000, 0.004
3k, 0.004, 1.000, 0.004
cj, 0.004, 1.000, 0.004
jl, 0.004, 1.000, 0.004
hh, 0.004, 1.000, 0.004
wa, 0.004, 1.000, 0.004
vp, 0.004, 1.000, 0.004
biz, 0.004, 1.000, 0.004
dv, 0.004, 1.000, 0.004
rb, 0.004, 1.000, 0.004
gu, 0.004, 1.000, 0.004
lq, 0.004, 1.000, 0.004
4s, 0.004, 1.000, 0.004
2c, 0.004, 1.000, 0.004
uc, 0.004, 1.000, 0.004
jo, 0.004, 1.000, 0.004
sv, 0.004, 1.000, 0.004
a9, 0.004, 1.000, 0.004
1y, 0.004, 1.000, 0.004
k7, 0.004, 1.000, 0.004
l2, 0.004, 1.000, 0.004
eb, 0.004, 1.000, 0.004
qr, 0.004, 1.000, 0.004
t6, 0.004, 1.000, 0.004
ug, 0.004, 1.000, 0.004
2y, 0.004, 1.000, 0.004
q5, 0.004, 1.000, 0.004
p9, 0.004, 1.000, 0.004
js, 0.004, 1.000, 0.004
tl, 0.004, 1.000, 0.004
gh, 0.004, 1.000, 0.004
9g, 0.004, 1.000, 0.004
fh, 0.004, 1.000, 0.004
fv, 0.004, 1.000, 0.004
qb, 0.004, 1.000, 0.004
a7, 0.004, 1.000, 0.004
bz, 0.004, 1.000, 0.004
2e, 0.004, 1.000, 0.004
apartment, 0.004, 1.000, 0.004
x2, 0.004, 1.000, 0.004
kk, 0.004, 1.000, 0.004
qi, 0.004, 1.000, 0.004
y1, 0.004, 1.000, 0.004
li, 0.004, 1.000, 0.004
ia, 0.004, 1.000, 0.004
fz, 0.004, 1.000, 0.004
q32, 0.004, 1.000, 0.004
j8, 0.004, 1.000, 0.004
yh, 0.004, 1.000, 0.004
om4, 0.004, 1.000, 0.004
4z, 0.004, 1.000, 0.004
nei4, 0.004, 1.000, 0.004
a4, 0.004, 1.000, 0.004
o6, 0.004, 1.000, 0.004
j0, 0.004, 1.000, 0.004
id9, 0.004, 1.000, 0.004
g2, 0.004, 1.000, 0.004
pmf, 0.004, 1.000, 0.004
nrizwt, 0.004, 1.000, 0.004
3n, 0.004, 1.000, 0.004
a945, 0.004, 1.000, 0.004
kjz, 0.004, 1.000, 0.004
wwhjnux, 0.004, 1.000, 0.004
q0, 0.004, 1.000, 0.004
3v9f9d, 0.004, 1.000, 0.004
py, 0.004, 1.000, 0.004
a86r, 0.004, 1.000, 0.004
3w2tg, 0.004, 1.000, 0.004
k5, 0.004, 1.000, 0.004
k6, 0.004, 1.000, 0.004
pne, 0.004, 1.000, 0.004
4j, 0.004, 1.000, 0.004
i0, 0.004, 1.000, 0.004
i0mfq, 0.004, 1.000, 0.004
4o, 0.004, 1.000, 0.004
z_, 0.004, 1.000, 0.004
2tcv9f0, 0.004, 1.000, 0.004
2o, 0.004, 1.000, 0.004
4p, 0.004, 1.000, 0.004
i8, 0.004, 1.000, 0.004
k9, 0.004, 1.000, 0.004
wmbxlt, 0.004, 1.000, 0.004
5t, 0.004, 1.000, 0.004
9f9f9f9, 0.004, 1.000, 0.004
9f9f9, 0.004, 1.000, 0.004
w7, 0.004, 1.000, 0.004
y9, 0.004, 1.000, 0.004
75di, 0.004, 1.000, 0.004
75u4, 0.004, 1.000, 0.004
y8, 0.004, 1.000, 0.004
zi, 0.004, 1.000, 0.004
mnuy, 0.004, 1.000, 0.004
14di, 0.004, 1.000, 0.004
7d, 0.004, 1.000, 0.004
mi0l, 0.004, 1.000, 0.004
b4, 0.004, 1.000, 0.004
mdi, 0.004, 1.000, 0.004
9f8, 0.004, 1.000, 0.004
mbxn, 0.004, 1.000, 0.004
chmod, 0.004, 1.000, 0.004
mbxlt, 0.004, 1.000, 0.004
w6, 0.004, 1.000, 0.004
w4, 0.004, 1.000, 0.004
zn, 0.004, 1.000, 0.004
c5, 0.004, 1.000, 0.004
c4u, 0.004, 1.000, 0.004
xk, 0.004, 1.000, 0.004
xj, 0.004, 1.000, 0.004
vy, 0.004, 1.000, 0.004
8z, 0.004, 1.000, 0.004
0j, 0.004, 1.000, 0.004
e145, 0.004, 1.000, 0.004
1fp4, 0.004, 1.000, 0.004
u9, 0.004, 1.000, 0.004
5o, 0.004, 1.000, 0.004
6ei0l, 0.004, 1.000, 0.004
6i, 0.004, 1.000, 0.004
entryway, 0.004, 1.000, 0.004
5n, 0.004, 1.000, 0.004
n6, 0.004, 1.000, 0.004
sqk, 0.004, 1.000, 0.004
9f9f9f, 0.004, 1.000, 0.004
s9, 0.004, 1.000, 0.004
ek, 0.004, 1.000, 0.004
nwk, 0.004, 1.000, 0.004
ne1t, 0.004, 1.000, 0.004
f9f9f9f9, 0.004, 1.000, 0.004
5p, 0.004, 1.000, 0.004
1l, 0.004, 1.000, 0.004
5h, 0.004, 1.000, 0.004
yf9f3t, 0.004, 1.000, 0.004
nd, 0.004, 1.000, 0.004
3f, 0.004, 1.000, 0.004
0v, 0.004, 1.000, 0.004
oy, 0.004, 1.000, 0.004
lr, 0.004, 1.000, 0.004
5w, 0.004, 1.000, 0.004
yl, 0.004, 1.000, 0.004
ik, 0.004, 1.000, 0.004
x0, 0.004, 1.000, 0.004
resident, 0.004, 1.000, 0.004
xc, 0.004, 1.000, 0.004
te, 0.004, 1.000, 0.004
iq, 0.004, 1.000, 0.004
bs, 0.004, 1.000, 0.004
c7, 0.004, 1.000, 0.004
jw, 0.004, 1.000, 0.004
hk, 0.004, 1.000, 0.004
ci, 0.004, 1.000, 0.004
av, 0.004, 1.000, 0.004
3m, 0.004, 1.000, 0.004
pg, 0.003, 1.000, 0.003
ln, 0.003, 1.000, 0.003
w2, 0.003, 1.000, 0.003
24e, 0.003, 1.000, 0.003
vv, 0.003, 1.000, 0.003
d1, 0.003, 1.000, 0.003
5e, 0.003, 1.000, 0.003
e0, 0.003, 1.000, 0.003
j3, 0.003, 1.000, 0.003
lawfully, 0.003, 1.000, 0.003
od, 0.003, 1.000, 0.003
9i, 0.003, 1.000, 0.003
dd, 0.003, 1.000, 0.003
xl, 0.003, 1.000, 0.003
hv, 0.003, 1.000, 0.003
cn, 0.003, 1.000, 0.003
_7u, 0.003, 1.000, 0.003
m34u, 0.003, 1.000, 0.003
j5, 0.003, 1.000, 0.003
_r, 0.003, 1.000, 0.003
x8z, 0.003, 1.000, 0.003
_p, 0.003, 1.000, 0.003
9l0q, 0.003, 1.000, 0.003
wx, 0.003, 1.000, 0.003
nv, 0.003, 1.000, 0.003
m45, 0.003, 1.000, 0.003
nkjz, 0.003, 1.000, 0.003
zd9, 0.003, 1.000, 0.003
m9f9fq, 0.003, 1.000, 0.003
9j, 0.003, 1.000, 0.003
1f9f9f, 0.003, 1.000, 0.003
nkh, 0.003, 1.000, 0.003
_l, 0.003, 1.000, 0.003
kp3, 0.003, 1.000, 0.003
1u, 0.003, 1.000, 0.003
zj, 0.003, 1.000, 0.003
_u, 0.003, 1.000, 0.003
md9, 0.003, 1.000, 0.003
nei, 0.003, 1.000, 0.003
x_, 0.003, 1.000, 0.003
k_, 0.003, 1.000, 0.003
_8, 0.003, 1.000, 0.003
mf0, 0.003, 1.000, 0.003
mbs3, 0.003, 1.000, 0.003
znb, 0.003, 1.000, 0.003
0y, 0.003, 1.000, 0.003
z8, 0.003, 1.000, 0.003
nux, 0.003, 1.000, 0.003
mi4, 0.003, 1.000, 0.003
_5, 0.003, 1.000, 0.003
zp, 0.003, 1.000, 0.003
0n, 0.003, 1.000, 0.003
mf9d, 0.003, 1.000, 0.003
l7, 0.003, 1.000, 0.003
w3, 0.003, 1.000, 0.003
nx, 0.003, 1.000, 0.003
y7, 0.003, 1.000, 0.003
7h, 0.003, 1.000, 0.003
9f9f0, 0.003, 1.000, 0.003
7c, 0.003, 1.000, 0.003
7_, 0.003, 1.000, 0.003
u0, 0.003, 1.000, 0.003
df, 0.003, 1.000, 0.003
75z, 0.003, 1.000, 0.003
6y, 0.003, 1.000, 0.003
u45, 0.003, 1.000, 0.003
dz, 0.003, 1.000, 0.003
e5, 0.003, 1.000, 0.003
e9, 0.003, 1.000, 0.003
yb, 0.003, 1.000, 0.003
6j, 0.003, 1.000, 0.003
6h, 0.003, 1.000, 0.003
zy, 0.003, 1.000, 0.003
6_, 0.003, 1.000, 0.003
f9f9f3t, 0.003, 1.000, 0.003
s8v, 0.003, 1.000, 0.003
e1t, 0.003, 1.000, 0.003
7o, 0.003, 1.000, 0.003
b0, 0.003, 1.000, 0.003
7p, 0.003, 1.000, 0.003
xh, 0.003, 1.000, 0.003
9f0, 0.003, 1.000, 0.003
bdf, 0.003, 1.000, 0.003
bf, 0.003, 1.000, 0.003
bhjnuy, 0.003, 1.000, 0.003
bizwt, 0.003, 1.000, 0.003
xg, 0.003, 1.000, 0.003
8q, 0.003, 1.000, 0.003
vq, 0.003, 1.000, 0.003
8om, 0.003, 1.000, 0.003
xo, 0.003, 1.000, 0.003
vk, 0.003, 1.000, 0.003
c8v, 0.003, 1.000, 0.003
8d, 0.003, 1.000, 0.003
xu, 0.003, 1.000, 0.003
vj, 0.003, 1.000, 0.003
7z, 0.003, 1.000, 0.003
7y, 0.003, 1.000, 0.003
v9f, 0.003, 1.000, 0.003
unaltered, 0.003, 1.000, 0.003
cq, 0.003, 1.000, 0.003
ryn, 0.003, 1.000, 0.003
fe, 0.003, 1.000, 0.003
wg, 0.003, 1.000, 0.003
9o, 0.003, 1.000, 0.003
4tbxom, 0.003, 1.000, 0.003
yk, 0.003, 1.000, 0.003
4i, 0.003, 1.000, 0.003
9b, 0.003, 1.000, 0.003
a8, 0.003, 1.000, 0.003
2q, 0.003, 1.000, 0.003
2lk, 0.003, 1.000, 0.003
ym, 0.003, 1.000, 0.003
qhl, 0.003, 1.000, 0.003
9f9fq, 0.003, 1.000, 0.003
ghjn, 0.003, 1.000, 0.003
gv, 0.003, 1.000, 0.003
34r, 0.003, 1.000, 0.003
pne1, 0.003, 1.000, 0.003
45u, 0.003, 1.000, 0.003
3i, 0.003, 1.000, 0.003
g3, 0.003, 1.000, 0.003
g0, 0.003, 1.000, 0.003
o1, 0.003, 1.000, 0.003
5j, 0.003, 1.000, 0.003
o7, 0.003, 1.000, 0.003
fk, 0.003, 1.000, 0.003
9r, 0.003, 1.000, 0.003
5b, 0.003, 1.000, 0.003
g1, 0.003, 1.000, 0.003
51s, 0.003, 1.000, 0.003
2de145, 0.003, 1.000, 0.003
2dm75u, 0.003, 1.000, 0.003
yg, 0.003, 1.000, 0.003
fyw, 0.003, 1.000, 0.003
ih, 0.003, 1.000, 0.003
pnei4, 0.003, 1.000, 0.003
oi, 0.003, 1.000, 0.003
vb, 0.003, 1.000, 0.003
j2, 0.003, 1.000, 0.003
5l, 0.003, 1.000, 0.003
kp, 0.003, 1.000, 0.003
vc, 0.003, 1.000, 0.003
balcony, 0.003, 1.000, 0.003
2w, 0.003, 1.000, 0.003
w1, 0.003, 1.000, 0.003
fw, 0.003, 1.000, 0.003
x5, 0.003, 1.000, 0.003
ge, 0.003, 1.000, 0.003
cp, 0.003, 1.000, 0.003
